,4,35,36,42,47,40,2,28,7,12,13,31,44,46,17,21,41,15,16,8,20,49,5,48
4,1.0,2,5,4,4,5,7,4,3,7,3,6,5,5,7,4,5,4,7,3,7,7,6,6
35,2,1.0,7,3,6,6,6,5,4,6,4,5,4,3,3,4,3,7,7,7,7,6,6,4
36,5,7,1.0,2,2,6,6,4,6,3,5,5,3,6,3,7,6,5,4,6,7,7,4,5
42,4,3,2,1.0,3,6,7,5,6,7,4,5,7,7,4,3,7,7,4,6,7,4,4,6
47,4,6,2,3,1.0,4,6,4,5,3,5,7,3,3,4,6,4,5,7,6,6,4,6,5
40,5,6,6,6,4,1.0,5,7,4,7,7,5,4,3,3,3,6,7,5,3,4,6,5,4
2,7,6,6,7,6,5,1.0,2,7,6,4,4,6,3,3,3,4,3,3,4,5,5,7,4
28,4,5,4,5,4,7,2,1.0,5,4,6,7,3,4,5,5,7,3,3,4,4,7,6,3
7,3,4,6,6,5,4,7,5,1.0,2,3,1,4,7,5,4,3,3,3,5,6,6,5,6
12,7,6,3,7,3,7,6,4,2,1.0,1,3,5,6,6,3,4,7,4,7,7,6,6,4
13,3,4,5,4,5,7,4,6,3,1,1.0,1,5,4,6,6,5,5,4,5,3,6,6,7
31,6,5,5,5,7,5,4,7,1,3,1,1.0,6,6,4,6,3,5,4,7,3,4,5,4
44,5,4,3,7,3,4,6,3,4,5,5,6,1.0,3,3,5,3,7,4,6,3,4,7,7
46,5,3,6,7,3,3,3,4,7,6,4,6,3,1.0,4,4,5,5,6,6,4,3,7,5
17,7,3,3,4,4,3,3,5,5,6,6,4,3,4,1.0,1,2,3,4,4,6,3,3,4
21,4,4,7,3,6,3,3,5,4,3,6,6,5,4,1,1.0,1,7,5,5,7,6,6,5
41,5,3,6,7,4,6,4,7,3,4,5,3,3,5,2,1,1.0,3,3,3,6,6,5,5
15,4,7,5,7,5,7,3,3,3,7,5,5,7,5,3,7,3,1.0,1,6,3,6,6,7
16,7,7,4,4,7,5,3,3,3,4,4,4,4,6,4,5,3,1,1.0,4,6,3,7,3
8,3,7,6,6,6,3,4,4,5,7,5,7,6,6,4,5,3,6,4,1.0,1,3,7,3
20,7,7,7,7,6,4,5,4,6,7,3,3,3,4,6,7,6,3,6,1,1.0,2,6,3
49,7,6,7,4,4,6,5,7,6,6,6,4,4,3,3,6,6,6,3,3,2,1.0,5,4
5,6,6,4,4,6,5,7,6,5,6,6,5,7,7,3,6,5,6,7,7,6,5,1.0,2
48,6,4,5,6,5,4,4,3,6,4,7,4,7,5,4,5,5,7,3,3,3,4,2,1.0
